18	1
16	2
64	3
62	4
56	5
63	6
31	7
76	8
46	9
60	10
71	11
49	12
65	13
59	14
66	15
68	16
67	17
55	18
47	19
13	20
14	21
19	22
1	23
3	24
8	25
5	26
9	27
17	28
10	29
20	30
4	31
11	32
7	33
386	34
384	35
376	36
383	37
382	38
371	39
369	40
378	41
375	42
385	43
424	44
415	45
421	46
443	47
423	48
439	49
436	50
418	51
425	52
419	53
429	54
430	55
445	56
431	57
434	58
435	59
447	60
414	61
426	62
420	63
428	64
444	65
446	66
427	67
773	68
778	69
774	70
768	71
781	72
762	73
780	74
760	75
766	76
779	77
764	78
772	79
775	80
776	81
777	82
770	83
767	84
1160	85
1175	86
1520	87
1532	88
1522	89
1523	90
1169	91
1545	92
1557	93
1524	94
1519	95
1527	96
1171	97
1172	98
1547	99
1531	100
1554	101
1553	102
1530	103
1154	104
1163	105
1161	106
1170	107
1156	108
1150	109
1151	110
1158	111
1183	112
1164	113
1195	114
1193	115
1157	116
1180	117
1136	118
1167	119
1192	120
1182	121
1168	122
1155	123
1166	124
1548	125
1529	126
1131	127
1134	128
1525	129
1518	130
1550	131
1555	132
1551	133
1504	134
1536	135
1528	136
1159	137
1137	138
1194	139
1543	140
1135	141
1896	142
1911	143
1870	144
1929	145
1919	146
1900	147
1895	148
1903	149
1918	150
1917	151
1901	152
1902	153
1916	154
1893	155
1898	156
1914	157
1887	158
2289	159
2272	160
2268	161
2254	162
2238	163
2279	164
2255	165
2284	166
2266	167
1905	168
1908	169
2264	170
2260	171
2256	172
1906	173
1907	174
1890	175
2270	176
2263	177
1904	178
1930	179
2287	180
2267	181
1897	182
1913	183
2632	184
2647	185
2628	186
2633	187
2652	188
2608	189
2634	190
2629	191
2622	192
2635	193
2636	194
2651	195
2623	196
2609	197
2626	198
2627	199
2639	200
2638	201
2631	202
2653	203
2655	204
2607	205
2625	206
2658	207
3377	209
3362	210
3360	211
3379	212
3380	213
3378	214
3363	215
3370	216
3004	217
2994	218
2995	219
3001	220
3369	221
3372	222
3371	223
3737	224
3712	225
3733	226
3740	227
3738	228
3728	229
3756	230
3758	231
3711	232
3743	233
3710	234
3730	235
3755	236
3731	237
3744	238
3727	239
3736	240
3742	241
3726	242
3759	243
3739	244
3713	245
3732	246
3741	247
4105	248
4080	249
4113	250
4096	251
4098	252
4106	253
4094	254
4124	255
4112	256
4111	257
4100	258
4119	259
4107	260
4104	261
4126	262
4095	263
4114	264
4079	265
4089	265
4081	266
4115	267
4127	268
4116	269
4099	270
4101	271
4103	272
4110	273
4108	274
4078	275
4067	276
4068	277
4051	278
4062	279
4064	280
4063	281
4052	282
4059	283
4058	284
4049	285
4055	286
4056	287
4053	288
4070	289
4061	290
4057	291
4065	292
4066	293
4069	294
4493	295
4486	296
4494	297
4503	298
4501	299
4507	300
4499	301
4488	302
4490	303
4496	304
4489	305
4492	306
4502	307
4505	308
4506	309
4495	310
4504	311
4500	312
4498	313
4867	314
4866	315
4856	316
4485	317
4836	318
4858	319
4857	320
5189	321
5178	322
5195	323
5557	324
5548	325
5556	326
5183	327
5184	328
5547	329
5190	330
5186	331
5180	332
5182	333
5179	334
5192	335
5194	336
5546	337
4453	338
4444	339
