1	18
2	16
3	64
4	62
5	56
6	63
7	31
8	76
9	46
10	60
11	71
12	49
13	65
14	59
15	66
16	68
17	67
18	55
19	47
20	13
21	14
22	19
23	1
24	3
25	8
26	5
27	9
28	17
29	10
30	20
31	4
32	11
33	7
34	386
35	384
36	376
37	383
38	382
39	371
40	369
41	378
42	375
43	385
44	424
45	415
46	421
47	443
48	423
49	439
50	436
51	418
52	425
53	419
54	429
55	430
56	445
57	431
58	434
59	435
60	447
61	414
62	426
63	420
64	428
65	444
66	446
67	427
68	773
69	778
70	774
71	768
72	781
73	762
74	780
75	760
76	766
77	779
78	764
79	772
80	775
81	776
82	777
83	770
84	767
85	1160
86	1175
87	1520
88	1532
89	1522
90	1523
91	1169
92	1545
93	1557
94	1524
95	1519
96	1527
97	1171
98	1172
99	1547
100	1531
101	1554
102	1553
103	1530
104	1154
105	1163
106	1161
107	1170
108	1156
109	1150
110	1151
111	1158
112	1183
113	1164
114	1195
115	1193
116	1157
117	1180
118	1136
119	1167
120	1192
121	1182
122	1168
123	1155
124	1166
125	1548
126	1529
127	1131
128	1134
129	1525
130	1518
131	1550
132	1555
133	1551
134	1504
135	1536
136	1528
137	1159
138	1137
139	1194
140	1543
141	1135
142	1896
143	1911
144	1870
145	1929
146	1919
147	1900
148	1895
149	1903
150	1918
151	1917
152	1901
153	1902
154	1916
155	1893
156	1898
157	1914
158	1887
159	2289
160	2272
161	2268
162	2254
163	2238
164	2279
165	2255
166	2284
167	2266
168	1905
169	1908
170	2264
171	2260
172	2256
173	1906
174	1907
175	1890
176	2270
177	2263
178	1904
179	1930
180	2287
181	2267
182	1897
183	1913
184	2632
185	2647
186	2628
187	2633
188	2652
189	2608
190	2634
191	2629
192	2622
193	2635
194	2636
195	2651
196	2623
197	2609
198	2626
199	2627
200	2639
201	2638
202	2631
203	2653
204	2655
205	2607
206	2625
207	2658
209	3377
210	3362
211	3360
212	3379
213	3380
214	3378
215	3363
216	3370
217	3004
218	2994
219	2995
220	3001
221	3369
222	3372
223	3371
224	3737
225	3712
226	3733
227	3740
228	3738
229	3728
230	3756
231	3758
232	3711
233	3743
234	3710
235	3730
236	3755
237	3731
238	3744
239	3727
240	3736
241	3742
242	3726
243	3759
244	3739
245	3713
246	3732
247	3741
248	4105
249	4080
250	4113
251	4096
252	4098
253	4106
254	4094
255	4124
256	4112
257	4111
258	4100
259	4119
260	4107
261	4104
262	4126
263	4095
264	4114
265	4079
265	4089
266	4081
267	4115
268	4127
269	4116
270	4099
271	4101
272	4103
273	4110
274	4108
275	4078
276	4067
277	4068
278	4051
279	4062
280	4064
281	4063
282	4052
283	4059
284	4058
285	4049
286	4055
287	4056
288	4053
289	4070
290	4061
291	4057
292	4065
293	4066
294	4069
295	4493
296	4486
297	4494
298	4503
299	4501
300	4507
301	4499
302	4488
303	4490
304	4496
305	4489
306	4492
307	4502
308	4505
309	4506
310	4495
311	4504
312	4500
313	4498
314	4867
315	4866
316	4856
317	4485
318	4836
319	4858
320	4857
321	5189
322	5178
323	5195
324	5557
325	5548
326	5556
327	5183
328	5184
329	5547
330	5190
331	5186
332	5180
333	5182
334	5179
335	5192
336	5194
337	5546
338	4453
339	4444
340	4442
341	4459
342	4821
343	4810
344	4820
345	4447
346	4448
347	4811
348	4823
349	4458
350	4449
351	4467
352	4457
353	4440
354	4452
355	4454
356	4446
357	4450
358	4456
359	4443
360	4808
361	4815
362	4788
363	4797
364	4789
365	4787
366	4803
367	4798
368	4785
369	4800
370	4793
371	4802
372	4791
373	4792
374	4804
375	4806
376	4805
377	4795
378	4801
379	4799
380	4794
381	4420
382	4429
383	4421
384	4432
385	4430
386	4424
387	4417
388	4426
389	4425
390	4436
391	4433
392	4419
393	4423
394	4427
395	4431
396	4434
397	4471
398	4437
399	5944
400	5951
401	5962
402	5964
403	5940
404	5934
405	5942
406	5960
407	5941
408	5979
409	5935
410	5946
411	5952
412	5950
413	5967
414	5943
415	5965
416	5959
417	5949
418	5978
419	5977
420	5945
421	5948
422	6316
423	6304
424	6315
425	5953
426	5954
427	5939
428	6307
429	5956
430	5976
431	6312
432	6319
433	6318
434	6332
435	6308
436	6302
437	6310
438	6303
439	6320
440	6334
441	6335
442	6311
443	6333
444	6327
445	6331
446	6339
448	6323
449	5921
450	5918
451	5919
452	7057
453	7040
454	7043
455	7058
456	7060
457	7050
458	7042
459	7052
460	7059
461	6674
462	6675
463	6682
464	6684
465	6681
466	7785
467	7776
468	7794
469	7795
470	7781
471	7779
472	7417
473	7419
474	7410
475	7420
476	7411
477	7796
478	7418
479	7793
480	6259
481	6270
482	6261
483	6275
484	6263
485	6266
486	6264
487	6274
488	6273
489	6272
490	6265
491	6267
492	6276
493	6278
494	6257
495	6269
496	6260
497	6277
498	6271
499	5891
500	5902
501	5893
502	5905
503	5899
504	8099
505	8107
506	8114
507	8101
508	8111
509	8105
510	8113
511	8103
512	8112
513	8104
514	8110
515	8097
516	8109
517	8100
518	8479
519	8467
520	8475
521	8482
522	8469
523	8481
524	8471
525	8480
526	8472
527	8478
528	8465
529	8468
530	8477
531	8474
532	8484
533	8483
534	8485
535	8486
536	8126
537	8501
538	8492
539	8494
540	8490
541	8509
542	8506
543	8130
544	8133
545	8508
546	8502
547	8498
548	8132
549	8106
550	8497
551	7390
552	7765
553	7397
554	7386
555	7396
556	7391
557	7387
558	7394
559	7388
560	7405
561	7384
562	7398
563	7392
564	7756
565	7767
566	7752
567	7763
568	7401
569	7399
570	7754
571	7368
572	8172
573	8173
574	8174
575	8175
576	8182
577	8179
578	8168
579	8170
580	8166
581	8181
582	8180
583	8183
584	8178
585	8176
586	8184
587	8185
588	8538
589	8547
590	8537
591	8555
592	8536
593	8169
594	8495
595	7436
596	7437
597	7438
598	7439
599	8142
600	7431
601	8152
602	8156
603	8160
604	8127
605	8149
606	8159
607	8148
608	8158
609	8146
610	8143
611	7450
612	7449
613	7448
614	7805
615	7804
616	7807
617	7801
618	8510
619	8519
620	7799
621	7803
622	7802
623	8518
624	7451
625	7435
626	7806
627	8520
628	8516
629	8512
630	7760
631	7758
632	7768
633	8154
634	8155
635	8522
636	8526
637	8511
638	8523
639	8147
640	8144
